Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Sales,Net_Amount,Profit,Month,Year,Weekday
ORD1055,19-03-2025,Priya,priya20@gmail.com,9224364160.0,Pune,Maharashtra,Mouse,Electronics,-1.0,999.0,0.0,UPI,Cancelled,21-03-2025,-999.0,-999.0,-199.8,March,2025,Wednesday
ORD1056,29-05-2025,Neha,neha98@gmail.com,9481676392.0,Pune,Maharashtra,Chair,Furniture,2.0,9999.0,15.0,COD,Cancelled,31-05-2025,19998.0,16998.3,3399.66,May,2025,Thursday
ORD1057,03-02-2025,Rohit,rohit66@gmail.com,9358211659.0,Bengaluru,Karnataka,Chair,Furniture,5.0,1499.0,,Wallet,Pending,06-02-2025,7495.0,7495.0,1499.0,February,2025,Monday
ORD1058,12-02-2025,Sneha,sneha17@gmail.com,9581041302.0,Jaipur,Rajasthan,Chair,Furniture,2.0,2599.0,15.0,Card,Cancelled,17-02-2025,5198.0,4418.3,883.6600000000001,February,2025,Wednesday
ORD1059,07-05-2025,Vikas,vikas8@gmail.com,9966346542.0,Pune,Maharashtra,Mouse,Electronics,5.0,999.0,,NetBanking,Delivered,17-05-2025,4995.0,4995.0,999.0,May,2025,Wednesday
ORD1060,09-04-2025,Rohit,rohit64@gmail.com,9848493769.0,Delhi,Delhi,Laptop,Electronics,5.0,999.0,0.0,COD,Returned,15-04-2025,4995.0,4995.0,999.0,April,2025,Wednesday
ORD1061,01-06-2025,Vikas,vikas12@gmail.com,9714988193.0,Jaipur,Rajasthan,Shoes,Fashion,5.0,499.0,10.0,UPI,Cancelled,05-06-2025,2495.0,2245.5,449.1,June,2025,Sunday
ORD1062,29-06-2025,Amit,amit18gmail.com,9177835684.0,Pune,Maharashtra,Watch,Fashion,1.0,499.0,20.0,UPI,Delivered,07-07-2025,499.0,399.20000000000005,79.84000000000002,June,2025,Sunday
ORD1064,28-06-2025,Rohit,rohit44@gmail.com,9745435168.0,Lucknow,UP,Bottle,Home,1.0,1999.0,5.0,NetBanking,Cancelled,04-07-2025,1999.0,1899.05,379.81,June,2025,Saturday
ORD1065,27-04-2025,Sneha,sneha92@gmail.com,9231780669.0,Mumbai,Maharashtra,Shoes,Fashion,3.0,1499.0,10.0,NetBanking,Pending,01-05-2025,4497.0,4047.3,809.46,April,2025,Sunday
ORD1066,05-05-2025,Neha,neha26@gmail.com,,Mumbai,Maharashtra,Watch,Fashion,5.0,2599.0,20.0,Card,Returned,14-05-2025,12995.0,10396.0,2079.2000000000003,May,2025,Monday
ORD1069,20-01-2025,Vikas,vikas55@gmail.com,9385463872.0,Lucknow,UP,Shoes,Fashion,1.0,4999.0,,Card,Cancelled,28-01-2025,4999.0,4999.0,999.8000000000001,January,2025,Monday
ORD1070,28-02-2025,Sneha,sneha18@gmail.com,9191665927.0,Delhi,Delhi,Chair,Furniture,1.0,499.0,,Wallet,Cancelled,04-03-2025,499.0,499.0,99.80000000000001,February,2025,Friday
ORD1071,13-01-2025,Priya,priya8@gmail.com,9398321309.0,Delhi,Delhi,Laptop,Electronics,4.0,999.0,15.0,Card,Returned,21-01-2025,3996.0,3396.6,679.32,January,2025,Monday
ORD1074,15-06-2025,Neha,neha79@gmail.com,9851707847.0,Pune,Maharashtra,Chair,Furniture,5.0,4999.0,20.0,Card,Delivered,19-06-2025,24995.0,19996.0,3999.2000000000003,June,2025,Sunday
ORD1075,20-05-2025,Vikas,vikas2@gmail.com,9934129735.0,Pune,Maharashtra,Mouse,Electronics,4.0,4999.0,5.0,NetBanking,Pending,,19996.0,18996.2,3799.2400000000002,May,2025,Tuesday
ORD1077,24-01-2025,Neha,neha85@gmail.com,9919894416.0,Mumbai,Maharashtra,Bottle,Home,2.0,499.0,,Wallet,Cancelled,30-01-2025,998.0,998.0,199.60000000000002,January,2025,Friday
ORD1078,01-02-2025,Neha,neha42@gmail.com,9561350940.0,Lucknow,UP,Chair,Furniture,5.0,1499.0,20.0,Card,Pending,06-02-2025,7495.0,5996.0,1199.2,February,2025,Saturday
ORD1079,27-01-2025,Priya,priya59@gmail.com,9961124731.0,Lucknow,UP,Mouse,Electronics,1.0,1999.0,15.0,Card,Returned,04-02-2025,1999.0,1699.1499999999999,339.83,January,2025,Monday
ORD1082,01-06-2025,Vikas,vikas84@gmail.com,9289950400.0,Pune,Maharashtra,Watch,Fashion,3.0,1999.0,5.0,COD,Pending,08-06-2025,5997.0,5697.15,1139.43,June,2025,Sunday
ORD1083,14-05-2025,Priya,priya17@gmail.com,9678334449.0,Bengaluru,Karnataka,Shoes,Fashion,5.0,2599.0,15.0,Wallet,Cancelled,20-05-2025,12995.0,11045.75,2209.15,May,2025,Wednesday
ORD1085,02-01-2025,Vikas,vikas8@gmail.com,9811000878.0,Mumbai,Maharashtra,Chair,Furniture,1.0,1999.0,15.0,Card,Returned,07-01-2025,1999.0,1699.1499999999999,339.83,January,2025,Thursday
ORD1086,24-03-2025,Rahul,rahul51@gmail.com,9334759931.0,Lucknow,UP,Mouse,Electronics,5.0,2599.0,5.0,Card,Delivered,02-04-2025,12995.0,12345.25,2469.05,March,2025,Monday
ORD1087,22-04-2025,Vikas,vikas58@gmail.com,9709409870.0,Bengaluru,Karnataka,Bottle,Home,5.0,2599.0,10.0,Card,Delivered,30-04-2025,12995.0,11695.5,2339.1,April,2025,Tuesday
ORD1088,04-05-2025,Rahul,rahul31@gmail.com,,Bengaluru,Karnataka,Bottle,Home,5.0,9999.0,10.0,Card,Cancelled,09-05-2025,49995.0,44995.5,8999.1,May,2025,Sunday
ORD1089,16-06-2025,Vikas,vikas11@gmail.com,9565018695.0,Jaipur,Rajasthan,Shoes,Fashion,-1.0,4999.0,,COD,Delivered,18-06-2025,-4999.0,-4999.0,-999.8000000000001,June,2025,Monday
ORD1091,10-03-2025,Sneha,sneha83@gmail.com,9351580623.0,Bengaluru,Karnataka,Bottle,Home,-1.0,4999.0,,COD,Cancelled,16-03-2025,-4999.0,-4999.0,-999.8000000000001,March,2025,Monday
ORD1092,29-04-2025,Sneha,sneha41@gmail.com,9363257894.0,Lucknow,UP,Shoes,Fashion,-1.0,4999.0,,Card,Returned,09-05-2025,-4999.0,-4999.0,-999.8000000000001,April,2025,Tuesday
ORD1093,21-06-2025,Priya,priya20gmail.com,9980807282.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,9999.0,,NetBanking,Returned,26-06-2025,19998.0,19998.0,3999.6000000000004,June,2025,Saturday
ORD1094,17-05-2025,Rohit,rohit4@gmail.com,9462327553.0,Delhi,Delhi,Mouse,Electronics,3.0,9999.0,,UPI,Pending,26-05-2025,29997.0,29997.0,5999.400000000001,May,2025,Saturday
ORD1095,05-04-2025,Rahul,rahul23@gmail.com,9141462098.0,Delhi,Delhi,Chair,Furniture,2.0,999.0,15.0,UPI,Cancelled,15-04-2025,1998.0,1698.3,339.66,April,2025,Saturday
ORD1098,01-06-2025,Neha,neha42@gmail.com,9795658556.0,Mumbai,Maharashtra,Chair,Furniture,5.0,9999.0,15.0,COD,Returned,04-06-2025,49995.0,42495.75,8499.15,June,2025,Sunday
ORD1100,18-03-2025,Priya,priya72@gmail.com,9126426468.0,Pune,Maharashtra,Mouse,Electronics,5.0,499.0,15.0,COD,Pending,,2495.0,2120.75,424.15000000000003,March,2025,Tuesday
ORD1101,11-01-2025,Neha,neha11@gmail.com,9496797675.0,Mumbai,Maharashtra,Chair,Furniture,-1.0,499.0,20.0,UPI,Pending,14-01-2025,-499.0,-399.20000000000005,-79.84000000000002,January,2025,Saturday
ORD1102,07-01-2025,Sneha,sneha37@gmail.com,9507523995.0,Mumbai,Maharashtra,Chair,Furniture,5.0,2599.0,5.0,COD,Pending,11-01-2025,12995.0,12345.25,2469.05,January,2025,Tuesday
ORD1103,26-01-2025,Rohit,rohit37@gmail.com,9792751135.0,Pune,Maharashtra,Mouse,Electronics,2.0,999.0,20.0,Wallet,Cancelled,03-02-2025,1998.0,1598.4,319.68000000000006,January,2025,Sunday
ORD1105,16-04-2025,Sneha,sneha29@gmail.com,9130855060.0,Lucknow,UP,Laptop,Electronics,4.0,9999.0,,COD,Cancelled,21-04-2025,39996.0,39996.0,7999.200000000001,April,2025,Wednesday
ORD1107,25-01-2025,Priya,priya18@gmail.com,9857341843.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,1999.0,,Wallet,Returned,27-01-2025,5997.0,5997.0,1199.4,January,2025,Saturday
ORD1109,09-05-2025,Priya,priya47@gmail.com,9771632294.0,Jaipur,Rajasthan,Chair,Furniture,2.0,9999.0,,Wallet,Returned,16-05-2025,19998.0,19998.0,3999.6000000000004,May,2025,Friday
ORD1110,16-05-2025,Sneha,sneha32@gmail.com,,Lucknow,UP,Bottle,Home,2.0,999.0,,NetBanking,Returned,25-05-2025,1998.0,1998.0,399.6,May,2025,Friday
ORD1111,09-04-2025,Rohit,rohit76@gmail.com,9978213662.0,Pune,Maharashtra,Shoes,Fashion,1.0,2599.0,15.0,NetBanking,Returned,11-04-2025,2599.0,2209.15,441.83000000000004,April,2025,Wednesday
ORD1112,31-05-2025,Rohit,rohit23@gmail.com,9476674723.0,Bengaluru,Karnataka,Bottle,Home,4.0,2599.0,15.0,UPI,Delivered,02-06-2025,10396.0,8836.6,1767.3200000000002,May,2025,Saturday
ORD1113,10-02-2025,Amit,amit39@gmail.com,9125790157.0,Lucknow,UP,Laptop,Electronics,4.0,499.0,0.0,NetBanking,Cancelled,19-02-2025,1996.0,1996.0,399.20000000000005,February,2025,Monday
ORD1114,23-06-2025,Rahul,rahul27@gmail.com,9963695338.0,Jaipur,Rajasthan,Chair,Furniture,5.0,999.0,10.0,Wallet,Returned,01-07-2025,4995.0,4495.5,899.1,June,2025,Monday
ORD1115,25-05-2025,Rahul,rahul17@gmail.com,9306692646.0,Delhi,Delhi,Shoes,Fashion,2.0,2599.0,10.0,COD,Cancelled,30-05-2025,5198.0,4678.2,935.64,May,2025,Sunday
ORD1116,16-01-2025,Neha,neha74@gmail.com,9328163443.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,0.0,NetBanking,Pending,23-01-2025,5996.0,5996.0,1199.2,January,2025,Thursday
ORD1119,12-02-2025,Rohit,rohit97@gmail.com,9739414080.0,Bengaluru,Karnataka,Laptop,Electronics,5.0,1999.0,,UPI,Cancelled,20-02-2025,9995.0,9995.0,1999.0,February,2025,Wednesday
ORD1121,20-05-2025,Vikas,vikas22@gmail.com,9870762927.0,Pune,Maharashtra,Mouse,Electronics,1.0,4999.0,10.0,NetBanking,Cancelled,30-05-2025,4999.0,4499.1,899.8200000000002,May,2025,Tuesday
ORD1122,22-01-2025,Neha,neha63@gmail.com,9156805257.0,Delhi,Delhi,Shoes,Fashion,3.0,1999.0,15.0,Wallet,Pending,01-02-2025,5997.0,5097.45,1019.49,January,2025,Wednesday
ORD1123,30-04-2025,Rohit,rohit35@gmail.com,9130062131.0,Mumbai,Maharashtra,Watch,Fashion,1.0,2599.0,10.0,NetBanking,Cancelled,05-05-2025,2599.0,2339.1,467.82,April,2025,Wednesday
ORD1124,20-03-2025,Rahul,rahul45gmail.com,9927031899.0,Jaipur,Rajasthan,Shoes,Fashion,-1.0,999.0,20.0,Card,Pending,26-03-2025,-999.0,-799.2,-159.84000000000003,March,2025,Thursday
ORD1127,01-01-2025,Rahul,rahul90@gmail.com,9327541358.0,Delhi,Delhi,Watch,Fashion,4.0,999.0,,COD,Returned,06-01-2025,3996.0,3996.0,799.2,January,2025,Wednesday
ORD1128,21-02-2025,Vikas,vikas76@gmail.com,9363445434.0,Mumbai,Maharashtra,Watch,Fashion,4.0,1499.0,15.0,Wallet,Returned,24-02-2025,5996.0,5096.599999999999,1019.3199999999999,February,2025,Friday
ORD1129,27-01-2025,Amit,amit9@gmail.com,9325119847.0,Lucknow,UP,Shoes,Fashion,-1.0,1999.0,,UPI,Delivered,29-01-2025,-1999.0,-1999.0,-399.8,January,2025,Monday
ORD1134,02-03-2025,Vikas,vikas63@gmail.com,9988475551.0,Pune,Maharashtra,Laptop,Electronics,3.0,499.0,0.0,Wallet,Cancelled,10-03-2025,1497.0,1497.0,299.40000000000003,March,2025,Sunday
ORD1136,21-06-2025,Rahul,rahul44@gmail.com,9843123958.0,Pune,Maharashtra,Mouse,Electronics,3.0,9999.0,10.0,Card,Delivered,25-06-2025,29997.0,26997.3,5399.46,June,2025,Saturday
ORD1137,08-05-2025,Priya,priya19@gmail.com,9332427755.0,Delhi,Delhi,Mouse,Electronics,5.0,4999.0,10.0,Card,Pending,12-05-2025,24995.0,22495.5,4499.1,May,2025,Thursday
ORD1138,09-05-2025,Rahul,rahul11@gmail.com,9944201387.0,Lucknow,UP,Shoes,Fashion,5.0,4999.0,5.0,UPI,Delivered,18-05-2025,24995.0,23745.25,4749.05,May,2025,Friday
ORD1139,23-04-2025,Amit,amit5@gmail.com,9371222104.0,Bengaluru,Karnataka,Bottle,Home,3.0,2599.0,,UPI,Cancelled,25-04-2025,7797.0,7797.0,1559.4,April,2025,Wednesday
ORD1140,05-05-2025,Neha,neha87@gmail.com,9450353595.0,Lucknow,UP,Laptop,Electronics,1.0,4999.0,10.0,NetBanking,Cancelled,12-05-2025,4999.0,4499.1,899.8200000000002,May,2025,Monday
ORD1141,12-05-2025,Amit,amit95@gmail.com,9184871973.0,Pune,Maharashtra,Chair,Furniture,5.0,9999.0,0.0,Wallet,Cancelled,21-05-2025,49995.0,49995.0,9999.0,May,2025,Monday
ORD1142,18-06-2025,Vikas,vikas38@gmail.com,9879878656.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,1999.0,0.0,Card,Cancelled,21-06-2025,9995.0,9995.0,1999.0,June,2025,Wednesday
ORD1143,16-04-2025,Neha,neha16@gmail.com,9599207109.0,Bengaluru,Karnataka,Chair,Furniture,5.0,4999.0,,COD,Returned,18-04-2025,24995.0,24995.0,4999.0,April,2025,Wednesday
ORD1145,27-04-2025,Rahul,rahul70@gmail.com,9503257666.0,Mumbai,Maharashtra,Bottle,Home,1.0,1499.0,0.0,COD,Pending,02-05-2025,1499.0,1499.0,299.8,April,2025,Sunday
ORD1147,27-05-2025,Priya,priya22@gmail.com,9477542989.0,Pune,Maharashtra,Bottle,Home,-1.0,499.0,15.0,NetBanking,Returned,02-06-2025,-499.0,-424.15,-84.83,May,2025,Tuesday
ORD1148,28-03-2025,Rahul,rahul11@gmail.com,9859241823.0,Mumbai,Maharashtra,Watch,Fashion,1.0,999.0,20.0,COD,Cancelled,05-04-2025,999.0,799.2,159.84000000000003,March,2025,Friday
ORD1149,01-04-2025,Priya,priya44@gmail.com,9690060173.0,Pune,Maharashtra,Shoes,Fashion,2.0,1999.0,,NetBanking,Returned,10-04-2025,3998.0,3998.0,799.6,April,2025,Tuesday
ORD1150,15-05-2025,Rohit,rohit3@gmail.com,9783266736.0,Mumbai,Maharashtra,Shoes,Fashion,5.0,2599.0,10.0,UPI,Cancelled,,12995.0,11695.5,2339.1,May,2025,Thursday
ORD1151,14-02-2025,Amit,amit62@gmail.com,9779578645.0,Delhi,Delhi,Mouse,Electronics,1.0,2599.0,10.0,Wallet,Delivered,23-02-2025,2599.0,2339.1,467.82,February,2025,Friday
ORD1152,18-06-2025,Sneha,sneha20@gmail.com,9205144628.0,Jaipur,Rajasthan,Shoes,Fashion,2.0,4999.0,,Wallet,Pending,20-06-2025,9998.0,9998.0,1999.6000000000001,June,2025,Wednesday
ORD1154,24-04-2025,Priya,priya58@gmail.com,,Pune,Maharashtra,Shoes,Fashion,5.0,2599.0,,NetBanking,Delivered,28-04-2025,12995.0,12995.0,2599.0,April,2025,Thursday
ORD1155,07-04-2025,Amit,amit98gmail.com,9597661845.0,Mumbai,Maharashtra,Watch,Fashion,1.0,1499.0,0.0,COD,Delivered,17-04-2025,1499.0,1499.0,299.8,April,2025,Monday
ORD1158,09-06-2025,Rohit,rohit77@gmail.com,9893447040.0,Lucknow,UP,Chair,Furniture,2.0,9999.0,20.0,Wallet,Delivered,13-06-2025,19998.0,15998.400000000001,3199.6800000000003,June,2025,Monday
ORD1159,11-03-2025,Neha,neha72@gmail.com,9719104422.0,Bengaluru,Karnataka,Laptop,Electronics,3.0,2599.0,,Wallet,Cancelled,14-03-2025,7797.0,7797.0,1559.4,March,2025,Tuesday
ORD1161,30-06-2025,Priya,priya55@gmail.com,9835595944.0,Mumbai,Maharashtra,Chair,Furniture,4.0,1499.0,20.0,Wallet,Delivered,08-07-2025,5996.0,4796.8,959.3600000000001,June,2025,Monday
ORD1163,12-02-2025,Rahul,rahul56@gmail.com,9611164415.0,Delhi,Delhi,Shoes,Fashion,-1.0,2599.0,,Wallet,Delivered,14-02-2025,-2599.0,-2599.0,-519.8000000000001,February,2025,Wednesday
ORD1164,03-04-2025,Vikas,vikas56@gmail.com,9849315681.0,Lucknow,UP,Bottle,Home,5.0,2599.0,15.0,COD,Delivered,10-04-2025,12995.0,11045.75,2209.15,April,2025,Thursday
ORD1165,19-04-2025,Neha,neha28@gmail.com,9235161022.0,Mumbai,Maharashtra,Laptop,Electronics,2.0,499.0,,UPI,Pending,29-04-2025,998.0,998.0,199.60000000000002,April,2025,Saturday
ORD1166,02-04-2025,Neha,neha3@gmail.com,9921574268.0,Delhi,Delhi,Chair,Furniture,5.0,1499.0,20.0,COD,Delivered,04-04-2025,7495.0,5996.0,1199.2,April,2025,Wednesday
ORD1167,25-05-2025,Sneha,sneha62@gmail.com,9501654641.0,Mumbai,Maharashtra,Mouse,Electronics,3.0,499.0,0.0,NetBanking,Delivered,27-05-2025,1497.0,1497.0,299.40000000000003,May,2025,Sunday
ORD1168,27-02-2025,Vikas,vikas27@gmail.com,9983080625.0,Lucknow,UP,Watch,Fashion,1.0,2599.0,15.0,NetBanking,Returned,05-03-2025,2599.0,2209.15,441.83000000000004,February,2025,Thursday
ORD1169,28-02-2025,Rahul,rahul11@gmail.com,9846751763.0,Delhi,Delhi,Watch,Fashion,3.0,999.0,15.0,COD,Cancelled,07-03-2025,2997.0,2547.45,509.49,February,2025,Friday
ORD1170,21-01-2025,Neha,neha82@gmail.com,9558798402.0,Jaipur,Rajasthan,Shoes,Fashion,5.0,1499.0,,COD,Delivered,23-01-2025,7495.0,7495.0,1499.0,January,2025,Tuesday
ORD1172,26-02-2025,Neha,neha16@gmail.com,9521714786.0,Pune,Maharashtra,Mouse,Electronics,3.0,499.0,,Wallet,Pending,04-03-2025,1497.0,1497.0,299.40000000000003,February,2025,Wednesday
ORD1173,26-04-2025,Rahul,rahul89@gmail.com,9999073839.0,Bengaluru,Karnataka,Watch,Fashion,1.0,4999.0,15.0,COD,Cancelled,30-04-2025,4999.0,4249.15,849.8299999999999,April,2025,Saturday
ORD1175,26-02-2025,Rahul,rahul22@gmail.com,9423004673.0,Delhi,Delhi,Watch,Fashion,1.0,1499.0,5.0,Wallet,Returned,,1499.0,1424.05,284.81,February,2025,Wednesday
ORD1176,03-06-2025,Neha,neha19@gmail.com,,Mumbai,Maharashtra,Mouse,Electronics,3.0,4999.0,10.0,Wallet,Pending,08-06-2025,14997.0,13497.300000000001,2699.4600000000005,June,2025,Tuesday
ORD1178,26-04-2025,Rohit,rohit52@gmail.com,9667967484.0,Lucknow,UP,Watch,Fashion,3.0,999.0,10.0,UPI,Cancelled,06-05-2025,2997.0,2697.3,539.46,April,2025,Saturday
ORD1179,19-05-2025,Amit,amit49@gmail.com,9617911882.0,Mumbai,Maharashtra,Watch,Fashion,4.0,4999.0,,Card,Cancelled,25-05-2025,19996.0,19996.0,3999.2000000000003,May,2025,Monday
ORD1181,19-03-2025,Amit,amit5@gmail.com,9421136377.0,Delhi,Delhi,Laptop,Electronics,3.0,1499.0,15.0,COD,Cancelled,25-03-2025,4497.0,3822.45,764.49,March,2025,Wednesday
ORD1182,25-06-2025,Rahul,rahul46@gmail.com,9993898089.0,Bengaluru,Karnataka,Bottle,Home,5.0,499.0,20.0,NetBanking,Returned,05-07-2025,2495.0,1996.0,399.20000000000005,June,2025,Wednesday
ORD1183,12-04-2025,Amit,amit77@gmail.com,9241602288.0,Delhi,Delhi,Bottle,Home,4.0,9999.0,20.0,NetBanking,Cancelled,18-04-2025,39996.0,31996.800000000003,6399.360000000001,April,2025,Saturday
ORD1185,14-02-2025,Rahul,rahul56@gmail.com,9870048875.0,Delhi,Delhi,Watch,Fashion,1.0,999.0,,NetBanking,Cancelled,18-02-2025,999.0,999.0,199.8,February,2025,Friday
